char	char_sim	initial	final	tone	cat	char_ref	details
棄	弃	kh	i	3	0		
愒	愒	kh	i	3	0		
槭	槭	tsh	ok	4	0		
槭	槭	tsh	ek	4	0		
磧	碛	ts	eh	4	0		
磧	碛	ts	ek	4	0		
器	器	kh	i	3	0		
憩	憩	kh	i	3	0		
薺	荠	tsh	i	5	0		
薺	荠	ts	inn'	5	0		荠葱
掐	掐	kh	ap	4	0		
洽	洽	ts	iap	8	0		
恰	恰	kh	ap	4	0		
千	千	tsh	oinn	1	0		
千	千	tsh	ian	1	0		
仟	仟	tsh	oinn	1	0		
仟	仟	tsh	ian	1	0		
阡	阡	tsh	ian	1	0		
扦	扦	tsh	iam	1	0		
芊	芊	tsh	ian	1	0		
岍	岍	kh	ian	1	0		
汧	汧	kh	ian	1	0		
釺	钎	tsh	iang	5	0		
牽	牵	kh	an	1	0		
愆	愆	kh	ian	1	0		
鉛	铅	0	in	5	0		
鉛	铅	0	ian	5	0		
僉	佥	tsh	iam	1	0		
慳	悭	k	ian	1	0		
搴	搴	kh	ian	1	0		
遷	迁	tsh	ian	1	0		
褰	褰	kh	ian	1	0		
謙	谦	kh	iam	1	0		
簽	签	tsh	iam	1	0		
鵮	鹐	tsh	am	7	0		
籤	签	tsh	iam	1	0		
韆	千	tsh	ian	1	0		
拑	拑	kh	iam	5	0		
前	前	ts	oinn	5	0		
前	前	tsh	ian	5	0		
虔	虔	kh	ian	1	0		
掮	掮	k	oinn	1	0		
掮	掮	k	ian	1	0		
乾	干	k	an	1	0		
乾	干	kh	ian	5	0		
乾	干	k	uann	1	0		
鈐	钤	kh	im	5	0		
鈐	钤	kh	iam	5	0		
鉗	钳	kh	iam	5	0		
墘	墘	k	inn	5	0		
墘	墘	kh	ian	5	0		
箝	箝	kh	iam	5	0		
蕁	荨	th	am	5	0		
蕁	荨	tsh	im	5	0		
潜	潜	tsh	iam	5	0		
潛	潜	tsh	iam	5	0		
黔	黔	ng	im	5	0		
錢	钱	ts	inn	5	0		
錢	钱	tsh	ian	5	0		
淺	浅	tsh	ian	2	0		
遣	遣	kh	ian	2	0		
繾	缱	kh	ian	2	0		
譴	谴	kh	ian	2	0		
欠	欠	kh	iam	3	0		
芡	芡	kh	iam	6	0		
茜	茜	tsh	eng	3	0		
茜	茜	tsh	iang	3	0		
倩	倩	tsh	eng	3	0		
嵌	嵌	kh	am	1	0		
嵌	嵌	kh	am	2	0		
蒨	蒨	tsh	eng	3	0		
蒨	蒨	tsh	iang	3	0		
慊	慊	kh	iam	2	0		
慊	慊	h	iam	5	0		
塹	堑	ts	am	2	0		
歉	歉	kh	iam	2	0		
槧	椠	ts	am	2	0		
縴	纤	kh	an	1	0		
羌	羌	k	iang	1	0		
戕	戕	tsh	ang	5	0		
腔	腔	kh	ionn	1	0		
腔	腔	kh	iang	1	0		
蜣	蜣	k	iang	1	0		
瑲	玱	tsh	ang	1	0		
槍	枪	tsh	ionn	1	0		
槍	枪	tsh	iang	1	0		
戧	戗	tsh	ang	1	0		
鎗	枪	tsh	ionn	1	0		
鏘	锵	tsh	ang	1	0		
強	强	k	iang	2	0		
強	强	kh	iang	5	0		
強	强	k	ionn	5	0		
勥	勥	kh	iang	3	0		
薔	蔷	tsh	iang	5	0		
嬙	嫱	tsh	iang	5	0		
檣	樯	tsh	iang	5	0		
牆	墙	tsh	ionn	5	0		
牆	墙	tsh	iang	5	0		
搶	抢	tsh	ionn	2	0		
搶	抢	tsh	iang	2	0		
搶	抢	tsh	ionn	7	0		
襁	襁	k	iang	2	0		
鏹	镪	kh	iang	5	0		
嗆	呛	tsh	iang	1	0		
嗆	呛	tsh	iang	2	0		
熗	炝	tsh	ang	3	0		
蹌	跄	tsh	ang	1	0		
悄	悄	tsh	iau	2	0		
敲	敲	kh	iau	1	0		
橇	橇	kh	iau	5	0		
磽	硗	kh	iau	1	0		
鍬	锹	tsh	iu	1	0		
鍬	锹	tsh	iau	1	0		
繑	𰬐	k	iau	2	0		
蹺	跷	kh	iau	1	0		
蹻	𫏋	kh	iau	5	0		
荍	荍	kh	iau	5	0		
喬	乔	kh	iau	5	0		
僑	侨	kh	iau	5	0		
蕎	荞	kh	iau	5	0		
嶠	峤	k	iau	2	0		
憔	憔	ts	iau	1	0		
橋	桥	k	io	5	0		
橋	桥	kh	iau	1	0		
樵	樵	ts	iau	1	0		
瞧	瞧	ts	iau	1	0		
譙	谯	ts	iau	1	0		
鞽	鞒	kh	iau	5	0		
巧	巧	kh	a	2	0		
愀	愀	tsh	iu	1	0		
愀	愀	tsh	iau	2	0		
俏	俏	tsh	iau	2	0		
峭	峭	s	iah	4	0		
峭	峭	tsh	iau	2	0		
殼	壳	kh	ak	4	0		
誚	诮	tsh	iau	2	0		
撬	撬	k	iau	6	0		
撬	撬	tsh	ui	2	0		
鞘	鞘	s	au	1	0		
鞘	鞘	s	iau	1	0		
翹	翘	kh	iau	5	0		
竅	窍	kh	iau	3	0		
茄	茄	k	io	5	0		
且	且	tsh	iann'	2	0		
切	切	tsh	iat	4	0		
妾	妾	tsh	iap	4	0		
怯	怯	kh	iak	4	0		
挈	挈	kh	iat	4	0		
挈	挈	kh	ioh	8	0		
倢	倢	ts	iap	8	0		
愜	惬	k	iap	4	0		
篋	箧	k	iap	4	0		
鍥	锲	kh	iat	4	0		
竊	窃	tsh	iap	4	0		
侵	侵	tsh	im	5	0		
衾	衾	kh	im	1	0		
嶔	嵚	kh	im	1	0		
駸	骎	tsh	im	5	0		
芹	芹	kh	vn	5	0		
芩	芩	ng	im	5	0		
秦	秦	tsh	in	5	0		
琴	琴	kh	im	5	0		
禽	禽	kh	im	5	0		
勤	勤	kh	vn	5	0		
溱	溱	ts	in	1	0		
擒	擒	kh	im	5	0		
噙	噙	kh	im	5	0		
檎	檎	kh	im	5	0		
螓	螓	tsh	in	5	0		
寢	寝	tsh	im	2	0		
鋟	锓	tsh	im	2	0		
吣	吣	tsh	im	3	0		
沁	沁	tsh	im	3	0		
沁	沁	s	im	2	0		
唚	吣	tsh	im	3	0		
唚	唚	ts	im	1	0		
撳	揿	kh	im	2	0		
青	青	tsh	enn	1	0		
青	青	tsh	eng	1	0		
卿	卿	kh	eng	1	0		
圊	圊	tsh	eng	1	0		
氫	氢	kh	in	1	0		
清	清	tsh	eng	1	0		
傾	倾	kh	ueng	1	0		
輕	轻	kh	in	1	0		
輕	轻	kh	eng	1	0		
蜻	蜻	tsh	eng	1	0		
蜻	蜻	tsh	enn	1	0		
鯖	鲭	tsh	enn	1	0		
勍	勍	kh	eng	5	0		
情	情	tsh	eng	5	0		
情	情	ts	iann	5	0		心情@sim1-tsiann5;;亲情@tshin1-tsiann5;;人情@nang5-tsiann5
晴	晴	ts	enn	5	0		
晴	晴	tsh	eng	5	0		
氰	氰	tsh	enn	1	0		
檠	檠	kh	eng	5	0		
擎	擎	kh	eng	5	0		
黥	黥	kh	eng	5	0		
頃	顷	kh	ueng	2	0		
請	请	tsh	iann	2	0		
請	请	tsh	eng	2	0		
檾	苘	kh	eng	3	0		
凊	凊	tsh	in	3	0		
慶	庆	kh	eng	3	0		
磬	磬	kh	eng	3	0		
親	亲	tsh	in	1	0		
罄	罄	kh	eng	3	0		
邛	邛	kh	iong	5	0		
穹	穹	k	iong	1	0		
筇	筇	kh	iong	5	0		
蛩	蛩	kh	iong	5	0		
惸	惸	kh	ueng	5	0		
跫	跫	kh	iong	5	0		
煢	茕	kh	ueng	5	0		
窮	穷	kh	iong	5	0		
瓊	琼	kh	ueng	5	0		
藭	䓖	kh	iong	5	0		
丘	丘	kh	iu	1	0		
邱	邱	kh	u	1	0		
坵	坵	kh	u	1	0		
坵	坵	kh	iu	1	0		
秋	秋	tsh	iu	1	0		
蚯	蚯	kh	iu	1	0		
萩	萩	tsh	iu	1	0		
楸	楸	tsh	iu	1	0		
鞦	鞦	tsh	iu	1	0		
鞦	鞦	tsh	iu	1	0		
鶖	鹙	tsh	iu	1	0		
鰍	鳅	tsh	iu	1	0		
囚	囚	tsh	iu	5	0		
朹	朹	k	iu	2	0		
求	求	kh	iu	5	0		
虯	虬	kh	iu	1	0		
𰲩	𰲩	k	iu	2	0		
泅	泅	s	iu	5	0		
俅	俅	kh	iu	5	0		
釓	钆	ts	ap	4	0		
酋	酋	0	iu	5	0		
逑	逑	kh	iu	5	0		
球	球	k	iu	5	0		
遒	遒	0	iu	5	0		
裘	裘	kh	iu	5	0		
裘	裘	h	iunn'	5	0		
賕	赇	kh	iu	5	0		
蝤	蝤	0	iu	5	0		
糗	糗	h	iu	3	0		
曲	曲	kh	ek	4	0		
曲	曲	kh	iok	4	0		
佉	佉	kh	u	1	0		
屈	屈	kh	ut	4	0		
胠	胠	kh	u	1	0		
祛	祛	kh	u	1	0		
袪	袪	kh	u	1	0		
區	区	kh	u	1	0		
區	区	0	au	1	0		
蛆	蛆	ts	u	1	0		
蛐	蛐	kh	iok	4	0		
詘	诎	th	ut	4	0		
詘	诎	kh	ut	4	0		
嶇	岖	kh	u	1	0		
趨	趋	tsh	u	1	0		
麯	曲	kh	ak	4	0		
麯	曲	k	iok	4	0		
軀	躯	kh	u	1	0		
麴	曲	kh	ak	4	0		
麴	曲	k	iok	4	0		
驅	驱	kh	u	1	0		
佢	佢	kh	v	5	0		
劬	劬	k	u	1	0		
朐	朐	kh	u	1	0		
渠	渠	kh	v	5	0		
蕖	蕖	kh	v	5	0		
磲	磲	kh	v	5	0		
鴝	鸲	k	u	1	0		
璩	璩	kh	v	5	0		
瞿	瞿	kh	v	5	0		
蘧	蘧	kh	v	5	0		
氍	氍	kh	v	5	0		
癯	癯	kh	v	5	0		
衢	衢	kh	v	5	0		
蠼	蠼	kh	iat	4	0		
取	取	tsh	u	2	0		
娶	娶	tsh	u	2	0		
去	去	kh	v	3	0		
趣	趣	tsh	u	3	0		
闃	阒	ts	iuh	4	0		
覷	觑	tsh	u	3	0		
悛	悛	s	uan	1	0		
圈	圈	kh	ou	1	0		
圈	圈	kh	uan	1	0		
棬	桊	k	uan	2	0		
全	全	tsh	uan	5	0		
全	全	tsh	ng	5	0		
荃	荃	tsh	uan	5	0		
泉	泉	ts	uann	5	0		
泉	泉	tsh	uan	5	0		
牷	牷	tsh	uan	5	0		
拳	拳	kh	un	5	0		
痊	痊	tsh	uan	5	0		
惓	惓	kh	uan	5	0		
筌	筌	tsh	uan	5	0		
詮	诠	tsh	uan	5	0		
蜷	蜷	kh	uan	5	0		
銓	铨	tsh	uan	5	0		
踡	踡	kh	uan	5	0		
醛	醛	tsh	uan	5	0		
鬈	鬈	k	uan	2	0		
權	权	kh	uan	5	0		
顴	颧	k	uan	3	0		
犬	犬	kh	ian	2	0		
甽	甽	kh	ian	2	0		
畎	畎	kh	ian	2	0		
綣	绻	k	uan	2	0		
券	券	k	uan	3	0		
勸	劝	kh	ng	3	0		
勸	劝	kh	uan	3	0		
勸	劝	kh	ian	3	0		
炔	炔	k	uat	4	0		
缺	缺	kh	ueh	4	0		
缺	缺	kh	uat	4	0		
缺	缺	kh	iat	4	0		
闕	阙	kh	ueh	4	0		
瘸	瘸	kh	ue	5	0		
卻	却	kh	iak	4	0		
悫	悫	kh	ak	4	0		
雀	雀	tsh	iak	4	0		
确	确	kh	ak	4	0		
搉	搉	kh	ak	4	0		
愨	悫	kh	ak	4	0		
榷	榷	kh	ak	4	0		
慤	慤	kh	ak	4	0		
確	确	kh	ak	4	0		
闋	阕	kh	ueh	4	0		
礐	𬒈	k	ak	4	0		
鵲	鹊	tsh	iak	4	0		
囷	囷	kh	un	2	0		
逡	逡	ts	un	3	0		
裙	裙	k	un	5	0		
裠	裠	k	un	5	0		
羣	羣	kh	un	5	0		
蚦	蚦	j	iam	2	0		
蚺	蚺	j	iam	2	0		
然	然	j	ian	5	0		
髯	髯	j	iam	2	0		
燃	燃	j	ian	5	2		
燃	燃	h	iann	5	1		燃火@hiann5-hue2@点火
冉	冉	j	iam	2	0		
苒	苒	j	iam	2	0		
染	染	j	iam	2	0		
染	染	n	inn	2	0		
瀼	瀼	s	iang	1	0		
瀼	瀼	j	iang	2	0		
孃	孃	n	ionn	5	0		
禳	禳	j	iang	2	0		
穰	穰	s	iang	1	0		
瓤	瓤	s	iang	1	0		
瓤	瓤	n	ng	5	0		
壤	壤	j	iang	2	0		
攘	攘	j	iang	2	0		
攘	攘	j	iang	5	0		
嚷	嚷	j	iang	2	0		
讓	让	j	iang	6	0		
嬈	娆	j	iau	5	0		
橈	桡	j	io	5	0		
橈	桡	j	iau	5	0		
饒	饶	j	iau	5	0		
擾	扰	j	iau	2	0		
遶	绕	j	iau	3	0		
蟯	蛲	ng	iau	5	0		
繞	绕	j	iau	3	0		
惹	惹	j	ia	2	0		
惹	惹	j	e	2	0		
熱	热	j	iat	8	0		
熱	热	j	uah	8	0		
人	人	n	ang	5	0	侬	
人	人	j	in	5	0		
壬	壬	j	im	6	0		
仁	仁	j	in	5	0		
忍	忍	j	im	2	0		
荏	荏	j	im	2	0		
稔	稔	s	im	2	0		
稔	稔	j	im	2	0		
刃	刃	j	im	2	0		
仞	仞	j	im	2	0		
任	任	j	im	6	0		
任	任	j	im	7	0		
牣	牣	j	im	2	0		
妊	妊	j	im	2	0		
衽	衽	j	im	2	0		
紉	纫	j	im	2	0		
軔	轫	j	im	2	0		
訒	讱	j	im	2	0		
紝	纴	j	im	2	0		
葚	葚	s	im	5	0		
飪	饪	j	im	2	0		
韌	韧	j	im	2	0		
認	认	j	in	7	0		
扔	扔	j	eng	2	0		
仍	仍	j	eng	5	0		
礽	礽	j	eng	5	0		
日	日	j	it	8	0		
戎	戎	j	iong	5	0		
茸	茸	j	iong	5	0		
狨	狨	j	iong	5	0		
毧	毧	j	iong	5	0		
容	容	0	iong	5	0		
羢	羢	j	iong	5	0		
絨	绒	j	iong	5	0		
蓉	蓉	0	iong	5	0		
溶	溶	0	iong	5	0		
溶	溶	0	ionn	5	0		
榕	榕	0	iong	5	0		
榮	荣	0	iong	5	2		
榮	荣	0	ueng	5	2		
熔	熔	0	iong	5	0		
熔	熔	0	ionn	5	0		
融	融	0	iong	5	0		
融	融	0	ionn	5	0		
嶸	嵘	0	iong	5	2		
嶸	嵘	0	ueng	5	2		
鎔	镕	0	iong	5	0		
鎔	镕	0	ionn	5	0		
蠑	蝾	0	iong	5	2		
蠑	蝾	0	ueng	5	2		
冗	冗	j	iong	2	0		
氄	氄	j	iong	2	0		
柔	柔	j	iu	5	0		
揉	揉	j	iu	5	0		
煣	煣	j	iu	2	0		
糅	糅	j	iu	3	0		
蹂	蹂	j	iu	5	0		
鞣	鞣	j	iu	5	0		
肉	肉	n	ek	8	0		
肉	肉	j	iok	8	0		
如	如	j	u	5	0		
茹	茹	j	u	2	0		
茹	茹	j	u	5	0		
挐	挐	j	u	5	0		
銣	铷	j	u	5	0		
儒	儒	j	u	5	0		
薷	薷	j	u	5	0		
嚅	嚅	j	u	5	0		
濡	濡	s	u	1	0		
濡	濡	j	u	5	0		
孺	孺	j	u	2	0		
孺	孺	j	u	5	0		
襦	襦	j	u	5	0		
蠕	蠕	j	u	5	0		
蠕	蠕	n	ng	2	0		
顬	颥	j	u	5	0		
汝	汝	l	v	2	0		
汝	汝	j	v	2	0		
汝	汝	j	u	2	0		
乳	乳	j	u	2	0		
辱	辱	j	iok	8	0		
入	入	j	uh	8	0		
入	入	j	ip	8	0		
洳	洳	j	u	5	0		
蓐	蓐	j	iok	8	0		
溽	溽	j	iok	8	0		
褥	褥	j	iok	8	0		
縟	缛	j	iok	8	0		
阮	阮	ng	uan	2	0		
阮	阮	0	uan	2	0		
軟	软	n	ng	2	0		
軟	软	j	uan	2	0		
蝡	蝡	n	ng	2	0		
輭	软	n	ng	2	0		
蕤	蕤	s	ui	1	0		
蕊	蕊	l	ui	2	0		
芮	芮	j	ue	7	0		
芮	芮	j	ui	7	0		
汭	汭	j	ue	7	0		
汭	汭	j	ui	7	0		
枘	枘	j	ue	7	0		
枘	枘	j	ui	7	0		
蚋	蚋	j	ue	6	0		
蚋	蚋	j	ui	6	0		
瑞	瑞	s	ui	6	0		
睿	睿	j	ue	6	0		
睿	睿	j	ui	6	0		
銳	锐	j	ue	6	0		
銳	锐	j	ui	6	0		
閏	闰	j	un	7	0		
潤	润	j	un	6	0		
若	若	j	iak	8	0		
偌	偌	j	ia	2	0		
弱	弱	j	iak	8	0		
弱	弱	n	ioh	8	0		软弱@nng2-nioh8
婼	婼	j	v	2	0		
蒻	蒻	j	iak	8	0		
箬	箬	j	iak	8	0		
篛	篛	j	iak	8	0		
仨	仨	s	ann	1	0		
仨	仨	s	am	1	0		
挲	挲	s	o	1	0		
撒	撒	s	a	3	0		
撒	撒	s	ak	4	0		
洒	洒	s	oi	2	0		
靸	靸	s	ap	4	0		
灑	洒	s	ai	3	0		
灑	洒	s	oi	2	0		
卅	卅	s	ap	4	0		
颯	飒	s	ap	4	0		
薩	萨	s	ak	4	0		
腮	腮	s	ai	1	0		
腮	腮	tsh	i	1	0		
塞	塞	s	ai	3	0		
塞	塞	s	ak	4	0		
鰓	鳃	s	ai	1	0		
賽	赛	s	ai	3	0		
三	三	s	am	1	0		
三	三	s	ann	1	0		
叁	叁	s	ann	1	0		
毿	毵	s	am	1	0		
傘	伞	s	uann	3	0		
傘	伞	s	an	3	0		
糂	糂	s	am	2	0		
糝	糁	s	am	2	0		
繖	伞	s	uann	3	0		
繖	伞	s	an	3	0		
饊	馓	s	uann	3	0		
饊	馓	s	an	3	0		
散	散	s	uann	2	0		
散	散	s	an	2	0		
散	散	s	uann	3	0		
散	散	s	an	3	0		
桑	桑	s	ng	1	0		
桑	桑	s	ang	1	0		
喪	丧	s	ang	3	0		
喪	丧	s	ng	1	0		
搡	搡	s	uang	2	0		
嗓	嗓	s	uang	2	0		
磉	磉	s	uang	2	0		
顙	颡	s	uang	2	0		
搔	搔	s	au	1	0		
臊	臊	tsh	au	3	0		
臊	臊	tsh	o	1	0		
繅	缫	tsh	au	5	0		
騷	骚	s	au	1	0		
掃	扫	s	au	3	0		
嫂	嫂	s	o	2	0		
埽	埽	s	au	3	0		
氉	氉	tsh	au	3	0		
色	色	s	ek	4	0		
瑟	瑟	s	ek	4	0		
嗇	啬	s	ek	4	0		
銫	铯	s	ek	4	0		
澀	涩	s	iap	4	0		
穡	穑	s	ek	4	0		
森	森	s	iam	1	0		
森	森	s	im	1	0		
森	森	s	rm	1	0		
僧	僧	ts	eng	1	0		
沙	沙	s	a	1	0		
沙	沙	s	ua	1	0		
砂	砂	s	ua	1	0		
剎	刹	tsh	at	4	0		
剎	刹	s	at	8	0		
剎	刹	s	uah	4	0		
剎	刹	s	at	4	0		
莎	莎	s	a	1	0		
莎	莎	s	o	1	0		
殺	杀	s	uah	4	0		
紗	纱	s	e	1	0		
紗	纱	s	a	1	0		
痧	痧	s	ua	1	0		
煞	煞	s	uah	4	0		
煞	煞	s	at	4	0		
裟	裟	s	e	1	0		
裟	裟	s	a	1	0		
鎩	铩	s	ai	3	0		
鎩	铩	s	at	4	0		
鯊	鲨	s	ua	1	0		
鯊	鲨	s	a	1	0		
啥	啥	s	a	6	0		
傻	傻	s	a	6	0		
唼	唼	ts	ap	4	0		
歃	歃	tsh	ah	4	0		
歃	歃	tsh	ap	4	0		
廈	厦	0	e	6	0		
廈	厦	h	e	7	0		
廈	厦	h	ia	6	0		
箑	箑	ts	iap	8	0		
霎	霎	s	iap	4	0		
篩	筛	th	ai	1	0		
曬	晒	s	ai	3	0		
山	山	s	uann	1	0		
山	山	s	an	1	0		
芟	芟	s	am	1	0		
杉	杉	s	am	1	0		
刪	删	s	an	1	0		
苫	苫	t	iam	6	0		
苫	苫	s	iam	2	0		
衫	衫	s	ann	1	0		
衫	衫	s	am	1	0		
姍	姗	s	an	1	0		
珊	珊	s	an	1	0		
舢	舢	s	an	1	0		
痁	痁	t	iam	3	0		
釤	钐	s	am	1	0		
跚	跚	s	an	1	0		
搧	搧	s	ian	3	0		
煽	煽	s	ian	3	0		
潸	潸	s	an	1	0		
澘	澘	s	an	1	0		
穇	䅟	s	am	1	0		
膻	膻	ts	ian	1	0		
膻	膻	s	an	1	0		
羶	羶	ts	ian	1	0		
鱣	鳣	ts	ian	1	0		
陝	陕	s	iam	2	0		
閃	闪	s	iam	2	0		
睒	睒	s	iam	2	0		
汕	汕	s	uann	1	0		汕头
汕	汕	s	uann	3	0		汕尾
疝	疝	s	an	3	0		
訕	讪	s	an	3	0		
剡	剡	0	iam	2	0		
扇	扇	s	ian	3	0		
扇	扇	s	inn	3	0		
善	善	s	ian	6	0		
鄯	鄯	s	ian	6	0		
墡	墡	s	ian	6	0		
擅	擅	s	ian	6	0		
膳	膳	s	ian	6	0		
嬗	嬗	s	ian	5	0		
蟮	蟮	s	ian	6	0		
繕	缮	s	ian	6	0		
騸	骟	s	ian	3	0		
贍	赡	s	iam	5	0		
鱔	鳝	s	ian	6	0		
鱔	鳝	tsh	uann	6	0		
商	商	s	iang	1	0		
傷	伤	s	ionn	1	1		
傷	伤	s	iang	1	2		
墒	墒	s	iang	1	0		
殤	殇	s	iang	1	0		
觴	觞	s	iang	1	0		
垧	垧	h	iang	3	0		
晌	晌	h	iang	3	0		
賞	赏	s	ionn	2	0		
賞	赏	s	iang	2	0		
上	上	s	iang	6	2		
上	上	ts	ionn	6	1		
上	上	ts	ionn	7	1		
上	上	tsh	ionn	6	1		
尚	尚	s	iang	6	0		
裳	裳	s	iang	5	0		
捎	捎	s	au	1	0		
捎	捎	s	iau	1	0		
梢	梢	s	au	1	0		
梢	梢	s	iau	1	0		
稍	稍	tsh	iau	2	0		
蛸	蛸	s	au	1	0		
蛸	蛸	s	iau	1	0		
筲	筲	s	a	1	0		
筲	筲	s	iau	1	0		
艄	艄	s	au	1	0		
燒	烧	s	io	1	0		
勺	勺	ts	iak	4	0		
芍	芍	ts	iak	4	0		
苕	苕	t	iau	1	0		
韶	韶	s	iau	6	0		
少	少	ts	io	2	0		
少	少	s	iau	3	0		
卲	卲	s	iau	6	0		
邵	邵	s	iau	6	0		
邵	邵	s	ionn	7	0		
劭	劭	s	iau	6	0		
哨	哨	s	au	3	0		
紹	绍	s	iau	6	0		
潲	潲	tsh	iau	2	0		
奢	奢	tsh	ia	1	0		
奢	奢	s	e	1	0		
猞	猞	s	ia	3	0		
猞	猞	s	e	3	0		
畲	畲	s	ia	5	0		
畲	畲	s	e	5	0		
畬	畬	0	v	5	0		
賒	赊	tsh	ia	1	0		
舌	舌	ts	ih	8	1		
舌	舌	s	iat	8	2		
佘	佘	s	ia	5	0		
蛇	蛇	0	i	5	0		
蛇	蛇	ts	ua	5	0		
蛇	蛇	s	ia	5	0		
蛇	蛇	s	e	5	0		
舍	舍	s	ia	3	0		
舍	舍	s	e	3	0		
捨	舍	s	ia	2	0		
捨	舍	s	ia	3	0		
捨	舍	s	e	3	0		
社	社	s	ia	6	2		
社	社	s	e	6	2		
厙	厍	s	ia	3	0		
射	射	s	ia	7	0		
涉	涉	s	iap	8	0		
赦	赦	s	ia	3	0		
赦	赦	s	e	3	0		
設	设	s	iat	4	0		
歙	歙	kh	ip	4	0		
歙	歙	h	ip	4	0		
攝	摄	n	iap	4	0		
麝	麝	s	ia	7	0		
麝	麝	s	e	6	0		
灄	滠	n	iap	4	0		
懾	慑	n	iap	4	0		
申	申	s	in	1	0		
伸	伸	s	in	1	0		
身	身	s	in	1	0		
呻	呻	s	in	1	0		
莘	莘	s	in	1	0		
砷	砷	s	in	1	0		
甡	甡	s	eng	1	0		
娠	娠	s	in	5	0		
深	深	tsh	im	1	0		
紳	绅	s	in	1	0		
蓡	蓡	s	im	1	0		
什	什	s	v	6	0		
什	什	ts	ap	8	0		
什	什	s	ip	8	0		
神	神	s	in	5	0		
沈	沈	t	im	5	0		
沈	沈	s	im	2	0		
哂	哂	s	ian	2	0		
矧	矧	s	ian	2	0		
諗	谂	s	im	2	0		
審	审	s	im	2	0		
瀋	渖	s	im	2	0		
嬸	婶	s	im	2	0		
讅	谉	s	im	2	0		
甚	甚	s	im	6	0		
腎	肾	s	ian	6	0		
蜃	蜃	s	in	5	0		
蜃	蜃	s	ian	2	0		
慎	慎	s	im	2	0		
滲	渗	tsh	am	1	0		
升	升	s	eng	1	0		
生	生	s	eng	1	0		
生	生	tsh	enn	1	0		
生	生	s	enn	1	0		
昇	升	s	eng	1	0		
牲	牲	s	eng	1	0		
牲	牲	s	enn	1	0		
陞	陞	s	eng	1	0		
笙	笙	s	eng	1	0		
甥	甥	s	eng	1	0		
聲	声	s	iann	1	1		
聲	声	s	eng	1	2		
澠	渑	s	in	5	0		
澠	渑	m	ian	2	0		
繩	绳	s	in	5	0		
省	省	s	enn	2	0		
省	省	s	eng	2	0		
眚	眚	s	eng	1	0		
盛	盛	s	eng	6	0		
剩	剩	s	in	7	0		
剩	剩	s	in	5	0		
剩	剩	s	eng	6	0		
勝	胜	s	eng	1	0		
勝	胜	s	eng	3	0		
聖	圣	s	iann	3	0		
聖	圣	s	eng	3	0		
嵊	嵊	s	eng	6	0		
尸	尸	s	i	1	0		
失	失	s	it	4	0		
虱	虱	s	at	4	0		
施	施	s	i	1	0		
屍	尸	s	i	1	0		
師	师	s	v	1	0		
師	师	s	ai	1	0		师父@sai1-pe6
葹	葹	s	i	1	0		
蓍	蓍	s	i	1	0		
獅	狮	s	ai	1	0		
獅	狮	s	v	1	0		
詩	诗	s	i	1	0		
溼	溼	s	ip	4	0		
濕	湿	s	ip	4	0		
十	十	ts	ap	8	1		
十	十	s	ip	8	2		
石	石	ts	ioh	8	0		
石	石	s	ioh	8	0		石榴@sioh8-liu5
石	石	s	ioh	8	0		石榴@sioh8-liu5
石	石	s	ek	8	0		
拾	拾	ts	ap	8	0		
拾	拾	s	ip	8	0		
食	食	s	v	6	0		
食	食	s	ih	8	3		蝕
食	食	s	ek	8	2		
食	食	ts	iah	8	1		
時	时	s	i	5	1		
時	时	s	v	5	2		
湜	湜	s	ek	4	0		
塒	埘	s	i	5	0		
蒔	莳	s	i	5	0		
蒔	莳	s	i	6	0		
蝕	蚀	s	ih	8	0		
蝕	蚀	s	it	8	0		
蝕	蚀	s	ek	8	0		
實	实	s	it	8	0		
鼫	鼫	ts	ioh	8	0		
識	识	ts	i	3	0		
識	识	s	ek	4	0		
鰣	鲥	s	i	5	0		
史	史	s	v	2	0		
矢	矢	s	i	2	0		
豕	豕	s	i	2	0		
使	使	s	ai	2	1		
使	使	s	v	2	2		
使	使	s	ai	3	1		
使	使	s	v	3	2		
始	始	s	i	2	0		
始	始	s	v	2	0		
屎	屎	s	ai	2	0		
屎	屎	s	v	2	0		
駛	驶	s	ai	2	0		
駛	驶	s	v	2	0		
士	士	s	v	6	0		
氏	氏	ts	v	1	0		
氏	氏	s	i	6	0		
氏	氏	ts	inn'	1	0		
示	示	s	i	7	0		
世	世	s	i	3	0		
世	世	s	v	3	0		观世音@kuan1-sv3-im1
仕	仕	s	v	6	0		
市	市	tsh	i	6	0		
市	市	s	v	6	0		
式	式	s	ek	4	0		
似	似	s	v	6	0		
事	事	s	v	6	0		
事	事	s	v	7	0		
侍	侍	s	i	6	0		
拭	拭	tsh	it	4	0		
柿	柿	s	ai	6	0		
柿	柿	s	v	6	0		
是	是	s	i	6	0		
是	是	s	v	6	0		
𱍤	𱍤	m	i	6	0		
恃	恃	s	i	6	0		
室	室	s	it	4	0		
逝	逝	s	i	7	0		
逝	逝	ts	ua	7	0		
栻	栻	s	ek	4	0		
舐	舐	ts	i	6	0		
視	视	s	i	6	0		
視	视	s	i	7	0		
勢	势	s	i	3	0		
軾	轼	s	ek	4	0		
嗜	嗜	tsh	i	1	0		
筮	筮	tsh	i	1	0		
筮	筮	s	i	7	0		
鈰	铈	tsh	i	6	0		
